label,depth,rate
rh_R_FOP5,middle,0.00147001340665246
rh_R_FOP5,superficial,0.00159460456215974
rh_R_IFJa,deep,0.00226592599290755
rh_R_IFJa,middle,0.00195023012505528
rh_R_IFJa,superficial,0.00127240464704026
rh_R_IFJp,deep,0.00230092925368466
rh_R_IFJp,middle,0.00198529010125653
rh_R_IFJp,superficial,0.00142553716519262
rh_R_IFSa,deep,0.00199650249021809
rh_R_IFSa,middle,0.00158356346873026
rh_R_IFSa,superficial,0.00109022909342641
rh_R_IFSp,deep,0.00188593039203042
rh_R_IFSp,middle,0.00166769837750861
rh_R_IFSp,superficial,0.00110560070147783
rh_R_Ig,deep,0.00150834249271517
rh_R_Ig,middle,0.0014400488196248
rh_R_Ig,superficial,0.00131798453879682
rh_R_MI,deep,0.000683973092272734
rh_R_MI,middle,0.000767816546687124
rh_R_MI,superficial,0.000940109135444119
rh_R_PEF,deep,0.00256490910312485
rh_R_PEF,middle,0.00211934728510448
rh_R_PEF,superficial,0.00146307479277709
rh_R_PoI2,deep,0.000554946899782535
rh_R_PoI2,middle,0.000440347872046575
rh_R_PoI2,superficial,0.000268042316971752
rh_R_SCEF,deep,0.00243476938655823
rh_R_SCEF,middle,0.00244058501037291
rh_R_SCEF,superficial,0.00197077330377368
rh_R_SFL,deep,0.00237102413094878
rh_R_SFL,middle,0.00217558961322762
rh_R_SFL,superficial,0.00167387833035425
rh_R_a10p,deep,0.00150181181429159
rh_R_a10p,middle,0.00098804736188542
rh_R_a10p,superficial,0.000487229021173156
rh_R_a24,deep,0.00138540928332229
rh_R_a24,middle,0.000981775458585999
rh_R_a24,superficial,0.000708127222650381
rh_R_a24pr,deep,0.00196407698468642
rh_R_a24pr,middle,0.0016788442615331
rh_R_a24pr,superficial,0.0011014959760942
rh_R_a32pr,deep,0.0019234837760984
rh_R_a32pr,middle,0.0015583642977394
rh_R_a32pr,superficial,0.00113068171094259
rh_R_a47r,deep,0.00172029192600758
rh_R_a47r,middle,0.00128004140547058
rh_R_a47r,superficial,0.000795145461925905
rh_R_a9-46v,deep,0.00204047021931564
rh_R_a9-46v,middle,0.00154230614890914
rh_R_a9-46v,superficial,0.00110644911463975
rh_R_d32,deep,0.00168964856536944
rh_R_d32,middle,0.00129538380471047
rh_R_d32,superficial,0.00098395730140257
rh_R_i6-8,deep,0.0027304787616399
rh_R_i6-8,middle,0.00249913906988264
rh_R_i6-8,superficial,0.00180200822933023
rh_R_p10p,deep,0.0017398616053062
rh_R_p10p,middle,0.00134358360933336
rh_R_p10p,superficial,0.000962021301225569
rh_R_p24,deep,0.00144987572291079
rh_R_p24,middle,0.00117247070911164
rh_R_p24,superficial,0.000744654532392141
rh_R_p24pr,deep,0.00218847298701511
rh_R_p24pr,middle,0.00173483070411985
rh_R_p24pr,superficial,0.00128790204631581
rh_R_p32,deep,0.00160642052809899
rh_R_p32,middle,0.00096236630781844
rh_R_p32,superficial,0.000479205622327964
rh_R_p32pr,deep,0.00197154230075164
rh_R_p32pr,middle,0.00178417719844236
rh_R_p32pr,superficial,0.00125011537834508
rh_R_p47r,deep,0.00206822836744675
rh_R_p47r,middle,0.00164561650957452
rh_R_p47r,superficial,0.0010267489747975
rh_R_p9-46v,deep,0.00188736467824853
rh_R_p9-46v,middle,0.00149254261608478
rh_R_p9-46v,superficial,0.00110650516347297
rh_R_s32,deep,0.00098765172279971
rh_R_s32,middle,0.000479339000397958
rh_R_s32,superficial,0.000194834115833753
rh_R_s6-8,deep,0.00248039012579592
rh_R_s6-8,middle,0.00212601450846046
rh_R_s6-8,superficial,0.00161355100172117
