label,depth,rate
lh_L_a24,depth_7,0.00115118787675746
lh_L_a24pr,depth_1,0.000934932572777393
lh_L_a24pr,depth_2,0.0010674659674009
lh_L_a24pr,depth_3,0.001248600576786
lh_L_a24pr,depth_4,0.00146572686846616
lh_L_a24pr,depth_5,0.00167300000250281
lh_L_a24pr,depth_6,0.00183621437936398
lh_L_a24pr,depth_7,0.00189839770233741
lh_L_a32pr,depth_1,0.000755062429884354
lh_L_a32pr,depth_2,0.00088172138142365
lh_L_a32pr,depth_3,0.000995392403935966
lh_L_a32pr,depth_4,0.00111714742904906
lh_L_a32pr,depth_5,0.00124652014536688
lh_L_a32pr,depth_6,0.00135668055012453
lh_L_a32pr,depth_7,0.00136392879046699
lh_L_a47r,depth_1,0.000587939508694945
lh_L_a47r,depth_2,0.000845579194034014
lh_L_a47r,depth_3,0.00104306397762665
lh_L_a47r,depth_4,0.00120287231785498
lh_L_a47r,depth_5,0.00134089349626202
lh_L_a47r,depth_6,0.00144304393400098
lh_L_a47r,depth_7,0.00150411141027207
lh_L_a9-46v,depth_1,0.000746165564980282
lh_L_a9-46v,depth_2,0.00106276856422156
lh_L_a9-46v,depth_3,0.00124920823762824
lh_L_a9-46v,depth_4,0.00145053263977318
lh_L_a9-46v,depth_5,0.00163952746268751
lh_L_a9-46v,depth_6,0.00178532206299596
lh_L_a9-46v,depth_7,0.0018408179676968
lh_L_d32,depth_1,0.000702633313432715
lh_L_d32,depth_2,0.00085880935781404
lh_L_d32,depth_3,0.000987323441325549
lh_L_d32,depth_4,0.00113363838891002
lh_L_d32,depth_5,0.00129417969726836
lh_L_d32,depth_6,0.00142927213197881
lh_L_d32,depth_7,0.00149076724256199
lh_L_i6-8,depth_1,0.00135649863090854
lh_L_i6-8,depth_2,0.00175167773069165
lh_L_i6-8,depth_3,0.00205344901944181
lh_L_i6-8,depth_4,0.00228417724657062
lh_L_i6-8,depth_5,0.00245004198807441
lh_L_i6-8,depth_6,0.00254618748727977
lh_L_i6-8,depth_7,0.00256777477608487
lh_L_p10p,depth_1,0.000736453812703893
lh_L_p10p,depth_2,0.000915170472682327
lh_L_p10p,depth_3,0.00109029447002747
lh_L_p10p,depth_4,0.00127243771407995
lh_L_p10p,depth_5,0.00144290470238596
lh_L_p10p,depth_6,0.00155869516843451
lh_L_p10p,depth_7,0.00156999995592899
lh_L_p24,depth_1,0.00067504152071924
lh_L_p24,depth_2,0.00081318041840666
lh_L_p24,depth_3,0.000958161624893324
lh_L_p24,depth_4,0.0011275745614691
lh_L_p24,depth_5,0.0013088722316113
lh_L_p24,depth_6,0.00147020062340966
lh_L_p24,depth_7,0.00157969532693024
lh_L_p24pr,depth_1,0.00105200543129679
lh_L_p24pr,depth_2,0.00117831956172084
lh_L_p24pr,depth_3,0.00132719709802212
lh_L_p24pr,depth_4,0.00150202684486974
lh_L_p24pr,depth_5,0.00166711207605375
lh_L_p24pr,depth_6,0.00178928824641378
lh_L_p24pr,depth_7,0.00185581360505629
lh_L_p32,depth_1,0.000494128242878131
lh_L_p32,depth_2,0.000606896296742384
lh_L_p32,depth_3,0.000721095074227028
lh_L_p32,depth_4,0.000871349386681186
lh_L_p32,depth_5,0.00105422487610153
lh_L_p32,depth_6,0.0011967908671756
lh_L_p32,depth_7,0.001218931446644
lh_L_p32pr,depth_1,0.001113607289881
lh_L_p32pr,depth_2,0.00130499684038227
lh_L_p32pr,depth_3,0.00145312952953457
lh_L_p32pr,depth_4,0.001566004620182
lh_L_p32pr,depth_5,0.0016257358870245
lh_L_p32pr,depth_6,0.001588670832043
lh_L_p32pr,depth_7,0.00146141381376831
lh_L_p47r,depth_1,0.000742245828939622
lh_L_p47r,depth_2,0.000992080880713433
lh_L_p47r,depth_3,0.00120003926430098
lh_L_p47r,depth_4,0.00143248695873539
lh_L_p47r,depth_5,0.00167563951753641
lh_L_p47r,depth_6,0.00186334707563097
lh_L_p47r,depth_7,0.00190157762833603
lh_L_p9-46v,depth_1,0.000933584484807316
lh_L_p9-46v,depth_2,0.00123197144628054
lh_L_p9-46v,depth_3,0.00143632331894636
lh_L_p9-46v,depth_4,0.00165907596880741
lh_L_p9-46v,depth_5,0.00188333173346878
lh_L_p9-46v,depth_6,0.00205457977802217
lh_L_p9-46v,depth_7,0.00211607844217213
lh_L_s32,depth_1,0.000301404718385964
lh_L_s32,depth_2,0.000337801034967255
lh_L_s32,depth_3,0.000408190249104076
lh_L_s32,depth_4,0.000511290102823202
lh_L_s32,depth_5,0.000624887825086284
lh_L_s32,depth_6,0.000712120137901952
lh_L_s32,depth_7,0.000738880595970821
lh_L_s6-8,depth_1,0.00120207777412995
lh_L_s6-8,depth_2,0.00159479377606367
lh_L_s6-8,depth_3,0.00187451435740177
lh_L_s6-8,depth_4,0.00210944571119288
lh_L_s6-8,depth_5,0.00231255191081493
lh_L_s6-8,depth_6,0.00242972892156144
lh_L_s6-8,depth_7,0.00242081523668747
rh_R_10d,depth_1,-0.000336102021607536
rh_R_10d,depth_2,-4.24197061229234e-05
rh_R_10d,depth_3,0.000187817982219866
rh_R_10d,depth_4,0.000416621167002712
rh_R_10d,depth_5,0.000672010282980757
rh_R_10d,depth_6,0.000919712964208255
rh_R_10d,depth_7,0.00107819634465449
rh_R_10r,depth_1,-1.9131356050497e-05
rh_R_10r,depth_2,0.0002511692870635
rh_R_10r,depth_3,0.000494408527824121
rh_R_10r,depth_4,0.000740954927387758
rh_R_10r,depth_5,0.000988444163948921
rh_R_10r,depth_6,0.00119155473146886
rh_R_10r,depth_7,0.00129451735731558
rh_R_10v,depth_1,-0.000369651609826242
rh_R_10v,depth_2,-0.000133581478538289
rh_R_10v,depth_3,8.88230246334256e-05
rh_R_10v,depth_4,0.000329994221199898
rh_R_10v,depth_5,0.000589717152209839
rh_R_10v,depth_6,0.000839205538182665
rh_R_10v,depth_7,0.00102058668659188
rh_R_11l,depth_1,0.00123762333464996
rh_R_11l,depth_2,0.00187858421492442
rh_R_11l,depth_3,0.00201827610209222
rh_R_11l,depth_4,0.00220217383630103
rh_R_11l,depth_5,0.00239989209570466
rh_R_11l,depth_6,0.00251812535330605
rh_R_11l,depth_7,0.0024548849890781
rh_R_13l,depth_1,0.00102830220626926
rh_R_13l,depth_2,0.00112496925921135
rh_R_13l,depth_3,0.00122168165657555
rh_R_13l,depth_4,0.00133487334237562
rh_R_13l,depth_5,0.00149044817978799
rh_R_13l,depth_6,0.00163614743644471
rh_R_13l,depth_7,0.00167224532107493
rh_R_24dd,depth_1,0.00160705964781933
rh_R_24dd,depth_2,0.0020801779306733
rh_R_24dd,depth_3,0.00240030471076815
rh_R_24dd,depth_4,0.00259386502185998
rh_R_24dd,depth_5,0.00268330379466442
rh_R_24dd,depth_6,0.00267678654498756
rh_R_24dd,depth_7,0.00256003675195276
rh_R_24dv,depth_1,0.00150276403502301
rh_R_24dv,depth_2,0.0017519127774495
rh_R_24dv,depth_3,0.00196089973915135
rh_R_24dv,depth_4,0.00214118708843494
rh_R_24dv,depth_5,0.00227292764202406
rh_R_24dv,depth_6,0.00231384791103942
rh_R_24dv,depth_7,0.00225789636088356
rh_R_33pr,depth_1,0.00123529660702194
rh_R_33pr,depth_2,0.00135473942282925
rh_R_33pr,depth_3,0.00149675271268418
rh_R_33pr,depth_4,0.00162960312333948
rh_R_33pr,depth_5,0.00173244771215572
rh_R_33pr,depth_6,0.00179672946047684
rh_R_33pr,depth_7,0.0018028737219794
rh_R_4,depth_1,0.00218213981622002
rh_R_4,depth_2,0.0028317915218279
rh_R_4,depth_3,0.0031304947791441
rh_R_4,depth_4,0.00322712244558494
rh_R_4,depth_5,0.00320657938722935
rh_R_4,depth_6,0.00310994628993027
rh_R_4,depth_7,0.00295143685624329
rh_R_43,depth_1,0.000960142968947622
rh_R_43,depth_2,0.00129325438244179
rh_R_43,depth_3,0.00154121811488127
rh_R_43,depth_4,0.00174803031088564
rh_R_43,depth_5,0.00191940291590584
rh_R_43,depth_6,0.00202883754114386
rh_R_43,depth_7,0.00206905902043888
rh_R_44,depth_1,0.000478132909975587
rh_R_44,depth_2,0.000962641933764613
rh_R_44,depth_3,0.00128886773839188
rh_R_44,depth_4,0.00148037479217766
rh_R_44,depth_5,0.00165222144612026
rh_R_44,depth_6,0.00178446488179121
rh_R_44,depth_7,0.00184531165947683
rh_R_45,depth_1,0.000445968376410651
rh_R_45,depth_2,0.000912107980266854
rh_R_45,depth_3,0.00124821402154901
rh_R_45,depth_4,0.00151478535323446
rh_R_45,depth_5,0.00173062223852166
rh_R_45,depth_6,0.00188614683641048
rh_R_45,depth_7,0.00194875015208264
rh_R_46,depth_1,0.00105577632004338
rh_R_46,depth_2,0.00126681032314105
rh_R_46,depth_3,0.0014433113673784
rh_R_46,depth_4,0.00161916981503043
rh_R_46,depth_5,0.00179430049048196
rh_R_46,depth_6,0.00193778494467835
rh_R_46,depth_7,0.00200561527175344
rh_R_47l,depth_1,0.000542266401405723
rh_R_47l,depth_2,0.000821865503478311
rh_R_47l,depth_3,0.00106488815171477
rh_R_47l,depth_4,0.00131351783460106
rh_R_47l,depth_5,0.00156391388214331
rh_R_47l,depth_6,0.00177403448966602
rh_R_47l,depth_7,0.0019068247668817
rh_R_47m,depth_1,0.000961527533893775
rh_R_47m,depth_2,0.0011253861884555
rh_R_47m,depth_3,0.00129203482531914
rh_R_47m,depth_4,0.00146013332973299
rh_R_47m,depth_5,0.00161486967291699
rh_R_47m,depth_6,0.00171962697546256
rh_R_47m,depth_7,0.00170241035568179
rh_R_47s,depth_1,0.00055225193122562
rh_R_47s,depth_2,0.00060310912140832
rh_R_47s,depth_3,0.00067060533338026
rh_R_47s,depth_4,0.000782161348581693
rh_R_47s,depth_5,0.000919720543617294
rh_R_47s,depth_6,0.00105285189513384
rh_R_47s,depth_7,0.00115003373449373
rh_R_55b,depth_1,0.00115827639189158
rh_R_55b,depth_2,0.0016374342385205
rh_R_55b,depth_3,0.0019803477295711
rh_R_55b,depth_4,0.00223162977659353
rh_R_55b,depth_5,0.00243904661306139
rh_R_55b,depth_6,0.0025699118668924
rh_R_55b,depth_7,0.00257239003196584
rh_R_6a,depth_1,0.00173275469051708
rh_R_6a,depth_2,0.00209070712384284
rh_R_6a,depth_3,0.00233148218402063
rh_R_6a,depth_4,0.00247961675167536
rh_R_6a,depth_5,0.00253790719165854
rh_R_6a,depth_6,0.00250770649364628
rh_R_6a,depth_7,0.00238877033410119
rh_R_6d,depth_1,0.00168263940983589
rh_R_6d,depth_2,0.00241251624571426
rh_R_6d,depth_3,0.00280618981078559
rh_R_6d,depth_4,0.00298212215360346
rh_R_6d,depth_5,0.00305975905021943
rh_R_6d,depth_6,0.00305722578123578
rh_R_6d,depth_7,0.00299008550408305
rh_R_6ma,depth_1,0.00131406936904475
rh_R_6ma,depth_2,0.0016713470193389
rh_R_6ma,depth_3,0.00189588601420356
rh_R_6ma,depth_4,0.00202209965952184
rh_R_6ma,depth_5,0.00206006741478062
rh_R_6ma,depth_6,0.00202954363068224
rh_R_6ma,depth_7,0.00193786643778902
