label,profile.skewness.7T,profile.skewness.micapni
lh_L_1,-0.20391269625207,0.0640832237383047
lh_L_10d,0.396983033793501,0.383569443641704
lh_L_10pp,0.558209442228347,0.791670479915085
lh_L_10r,0.698785947136342,0.282085020288423
lh_L_10v,0.59053999403928,0.352639859788368
lh_L_11l,0.611683993752818,0.749923698612123
lh_L_13l,0.602547588288687,0.772044584795538
lh_L_2,0.148526742578669,0.26551525012347
lh_L_23c,0.903706272621476,0.904763065380022
lh_L_23d,0.763800265028669,0.475012880716698
lh_L_24dd,0.307866521319583,-0.419996140760617
lh_L_24dv,0.672200690419207,0.102053314017215
lh_L_31a,0.653698336021323,0.304725041960138
lh_L_31pd,0.522257256507061,0.137639194072759
lh_L_31pv,0.728571855738047,0.632759885581831
lh_L_33pr,0.647802291374209,1.0698272226012
lh_L_3a,0.245762249396184,0.172643581642317
lh_L_3b,-0.0586595489566389,-0.394081450184824
lh_L_4,-0.159838581651276,-0.234726058237289
lh_L_43,0.497217001316117,0.466961479472792
lh_L_44,0.642751011550728,0.698602887709623
lh_L_45,0.536460929388067,0.251591317707985
lh_L_46,0.350722085340797,0.383731271260954
lh_L_47l,0.691749153358265,0.669309726914203
lh_L_47m,0.319944441803548,0.226753196827956
lh_L_47s,0.99758789089293,0.612585738766404
lh_L_52,0.776465569507457,0.635126696158949
lh_L_55b,0.101210162283831,0.167262672264415
lh_L_5L,0.0413941243427111,-0.296043108166031
lh_L_5m,-0.0609624130500249,-0.409617569612628
lh_L_5mv,0.458895805947287,-0.404314431877291
lh_L_6a,0.458189744181511,0.326305971113444
lh_L_6d,-0.143861601020006,-0.441752155181691
lh_L_6ma,0.427287817591069,0.331412738568765
lh_L_6mp,0.267732786083116,-0.0492122785894008
lh_L_6r,0.646237131999938,0.262129488231343
lh_L_6v,0.138223457620442,0.402089496168592
lh_L_7AL,0.107202305849661,0.203331101626506
lh_L_7Am,0.295456422493411,-0.0603625262413615
lh_L_7PC,-0.0712370392256867,0.21709854208575
lh_L_7PL,0.0853986977727715,0.238269081635719
lh_L_7Pm,0.29885786527518,-0.0534771013627568
lh_L_7m,0.400768555139273,0.0280134870505556
lh_L_8Ad,0.55957711926774,0.514982587407553
lh_L_8Av,0.211913399176463,0.23755858905199
lh_L_8BL,0.525419869875715,0.129632841664181
lh_L_8BM,0.598461561019691,-0.238514240413553
lh_L_8C,0.414033239551557,0.439693261229366
lh_L_9-46d,0.452569898903552,0.346844934447272
lh_L_9a,0.233867221453802,0.650071341954221
lh_L_9m,0.581031265439057,0.123728583173661
lh_L_9p,0.376310709753454,0.63090420780252
lh_L_A1,0.133898177936257,0.0490959129787384
lh_L_A4,0.407043769518611,0.285747516392877
lh_L_A5,0.297843685507042,0.716696490688723
lh_L_AAIC,0.92090206220353,0.960762634422874
lh_L_AIP,0.418504421674492,0.299782191835733
lh_L_AVI,0.92778411665708,0.780626594711451
lh_L_DVT,0.29292982701533,-0.280543887193344
lh_L_FEF,0.258187386787362,0.165074134527099
lh_L_FFC,0.458831981869902,0.680973698202739
lh_L_FOP1,0.922372851376617,-0.186554287289745
lh_L_FOP2,0.823401740144606,0.0440487083813984
lh_L_FOP3,0.746778047489729,0.764743568844193
lh_L_FOP4,0.8779978555645,0.282290668986807
lh_L_FOP5,1.02844445589026,0.46814687368321
lh_L_FST,0.472409509294857,0.41824196454188
lh_L_IFJa,0.68685652646464,0.590172535707614
lh_L_IFJp,0.728482158631654,0.554280801894061
lh_L_IFSa,0.500128838514054,0.56592539427319
lh_L_IFSp,0.444122289932248,0.37733241132238
lh_L_IP0,0.397089700303061,-0.231640093472139
lh_L_IP1,0.324990217051761,-0.134584062576765
lh_L_IP2,0.46973178816891,-0.00202514208790726
lh_L_IPS1,0.169585862593026,0.647687646679383
lh_L_Ig,0.570116542436564,0.79819578310045
lh_L_LBelt,0.346966871749319,0.435136384363241
lh_L_LIPd,0.317454424031817,0.497318191004473
lh_L_LIPv,0.00327220223613185,0.123701145028544
lh_L_LO1,0.364763105807677,0.293684056016265
lh_L_LO2,0.465590811740643,0.524337810740159
lh_L_LO3,0.362548406163805,0.391493972031526
lh_L_MBelt,0.471217776660636,-0.759028474517706
lh_L_MI,0.799418533029879,1.23586299553073
lh_L_MIP,0.27568659382011,0.359269544835945
lh_L_MST,0.300671738210159,0.316615317356824
lh_L_MT,0.15424920402,0.29247332490212
lh_L_OP1,0.634586912643988,0.19990800047085
lh_L_OP2-3,0.663474527059593,0.566821124989202
lh_L_OP4,0.568197854126364,0.26899839480442
lh_L_PBelt,0.412473121462743,-0.0714013542062997
lh_L_PCV,0.424532557425932,-0.191746521446489
lh_L_PEF,0.412998993280774,-0.174218256581008
lh_L_PF,0.440358634229498,0.318156722226498
lh_L_PFcm,0.552892954355345,0.220697694145114
lh_L_PFm,0.350503303012729,0.192456011028959
lh_L_PFop,0.511545703771595,0.564493256994577
lh_L_PFt,0.560221077869371,0.212078121617133
lh_L_PGi,0.581912223273426,0.5147541903701
lh_L_PGp,0.372097714979147,0.316988161511172
lh_L_PGs,0.367468868969646,0.436833251573541
lh_L_PH,0.527343149524587,0.548331406411183
lh_L_PHA1,0.988428633306471,1.09185839132383
lh_L_PHA2,0.795952756143888,0.670761212522748
lh_L_PHA3,0.790893972539448,0.657282319437402
lh_L_PHT,0.536671220791578,0.480922062008545
lh_L_PI,1.12123851883526,0.23381456471865
lh_L_PIT,0.434086048995575,0.380309459663059
lh_L_POS1,0.613278565227238,0.575912859593649
lh_L_POS2,0.25681999904053,0.037316784147497
lh_L_PSL,0.645289135406424,0.570728833505611
lh_L_PoI1,0.610609895129728,1.01802383166778
lh_L_PoI2,0.635202342863551,1.1662963716846
lh_L_ProS,0.67802849261418,0.372349658725709
lh_L_RI,0.624355269282905,0.405429596334568
lh_L_RSC,0.641353429758958,0.0372211064044381
lh_L_SCEF,0.540409446847137,-0.242074095848877
lh_L_SFL,0.540091257121147,-0.157813940828711
lh_L_STGa,0.651891672155862,0.466038275159363
lh_L_STSda,0.533219035856337,0.976259120115126
lh_L_STSdp,0.598009810201655,0.719779066928495
lh_L_STSva,0.760775766923256,0.498672233965617
lh_L_STSvp,0.880950655852952,0.703223749932303
lh_L_STV,0.469992662825789,0.236066768827625
lh_L_TA2,0.923221683166983,-0.893438660465859
lh_L_TE1a,0.682967523820967,0.54377620107523
lh_L_TE1m,0.60052283550133,0.586203127792952
lh_L_TE1p,0.538888871231863,0.694219126160295
lh_L_TE2p,0.587587953535729,0.456953812167281
lh_L_TGd,0.779274013902871,0.711213442811017
lh_L_TPOJ1,0.481914232898358,0.574162125064408
lh_L_TPOJ2,0.49447580233595,0.576231828038888
lh_L_TPOJ3,0.415170157720999,0.554550033432759
lh_L_V1,0.20878514140126,-0.172331070567573
lh_L_V2,0.3225546884098,0.086983718360214
lh_L_V3,0.270784951950412,0.193966945177248
lh_L_V3A,0.113556131919338,0.144916298813727
lh_L_V3B,0.39323123593445,0.248611900152105
lh_L_V3CD,0.267641314449795,0.435994772935946
lh_L_V4,0.321500119104309,0.286592959191081
lh_L_V4t,0.288377082038657,0.510133254442716
lh_L_V6,0.134465207595671,-0.337407636081691
lh_L_V6A,0.15403264005399,0.175559185677856
lh_L_V7,-0.0269482820743154,0.468249694851244
lh_L_V8,0.412976622512125,0.28134293500597
lh_L_VIP,-0.0458441097269886,0.138518493308979
lh_L_VMV1,0.494465979058902,0.481214810090627
lh_L_VMV2,0.585078791675877,0.597867149270949
lh_L_VMV3,0.567724518112232,0.237955659537347
lh_L_VVC,0.607574216516436,0.581516559756886
lh_L_a10p,0.615080569906131,0.461740848816524
lh_L_a24,0.869968938489488,0.940951436768923
lh_L_a24pr,0.947312509611494,1.20697568215142
lh_L_a32pr,0.773971874423523,0.633339819342221
lh_L_a47r,0.451214595770162,0.588077848809572
lh_L_a9-46v,0.403714529272803,0.546730813998887
lh_L_d23ab,0.676948025314601,0.357265541369852
lh_L_d32,0.775972341904028,0.604961383582386
lh_L_i6-8,0.360431621268794,-0.1699164064085
lh_L_p10p,0.401876027232866,0.649803580083583
lh_L_p24,0.910128495926525,0.995292241762293
lh_L_p24pr,0.810582096255846,0.688638212983893
lh_L_p32,0.822704125991358,0.645620355942716
lh_L_p32pr,0.752417465381381,0.395515136126288
lh_L_p47r,0.589770240587423,0.528743484785815
lh_L_p9-46v,0.286365600339028,0.484603892716228
lh_L_s32,0.869009887252529,1.04462150845663
lh_L_s6-8,0.454868030073442,0.254099300871513
lh_L_v23ab,0.493969429003173,0.162992956314705
rh_R_1,-0.247608785634366,-0.157434038309256
rh_R_10d,0.402292177550312,0.561909862208088
rh_R_10r,0.657096130952497,0.690409190016359
rh_R_10v,0.611927343536432,0.805438307299383
rh_R_11l,0.593430178443627,0.810183825921126
rh_R_13l,0.580308132112128,0.717046354887294
rh_R_2,0.182343066714853,0.127594476767626
rh_R_23c,0.847324362569017,0.570166178558414
rh_R_23d,0.756411530533464,0.897496576698
rh_R_24dd,0.286728344653512,-0.111085921136681
rh_R_24dv,0.660120909903974,0.555116278142684
rh_R_31a,0.609302470581289,0.546453673830179
rh_R_31pd,0.50367175792894,0.427318998557615
rh_R_31pv,0.700164994407859,0.630419176121707
rh_R_33pr,0.614449091566978,1.08088936229508
rh_R_3a,0.211991056942322,0.0334942823814961
rh_R_3b,-0.0300429974598891,-0.287170501979307
rh_R_4,-0.159242877068267,-0.382078284592242
rh_R_43,0.521927257986928,0.665885425743544
rh_R_44,0.59133431432442,0.65210065756552
rh_R_45,0.552288696014813,0.288071912962437
rh_R_46,0.44563483976716,0.490331099114548
rh_R_47l,0.606077374949044,0.316764513709981
rh_R_47m,0.248908730659322,0.701909830257195
rh_R_47s,0.943515747639339,0.693584620451276
rh_R_52,0.808158487071158,0.803372209624778
rh_R_55b,0.0487780375560176,0.157990380405382
rh_R_5L,0.0340734339926248,-0.165610205664265
rh_R_5m,-0.0374349775026571,-0.361575591667496
rh_R_5mv,0.420677304287085,0.0648255754934399
rh_R_6a,0.50721121198991,0.318250501125713
rh_R_6d,-0.155031473526278,-0.346531139702655
rh_R_6ma,0.453846237026363,0.0477420237465571
rh_R_6mp,0.324800126657383,-0.0422824743095947
rh_R_6r,0.652375174505868,0.56454535368829
rh_R_6v,0.0356003708390642,0.300233926461483
rh_R_7AL,0.13384710599348,0.20452264742202
rh_R_7Am,0.255424459242593,0.170330147530065
rh_R_7PC,-0.0202947796410715,0.0430646909204868
rh_R_7PL,0.111144730206363,0.186976727237675
rh_R_7Pm,0.296400896571192,0.226590412586546
rh_R_7m,0.36792499910367,0.403042575987622
rh_R_8Ad,0.528439772600281,0.497073433939223
rh_R_8Av,0.193058859151018,0.289673147329563
rh_R_8BL,0.46699414536482,0.182277548486991
rh_R_8BM,0.580902743382145,0.406028998437296
rh_R_8C,0.474883857647022,0.47504211182199
rh_R_9-46d,0.49032835987624,0.572008552944746
rh_R_9a,0.324648488318417,0.603702611548091
rh_R_9m,0.640072304105958,0.640099464801264
rh_R_9p,0.427436390882385,0.574322650647533
rh_R_A1,0.167062875251156,-0.144050821904818
rh_R_A4,0.329781757756505,0.302103866737375
rh_R_A5,0.316706079576946,0.635495394793546
rh_R_AAIC,0.880552080481922,1.19273738376471
rh_R_AIP,0.441262859131029,0.343354047910165
rh_R_AVI,1.00889467843417,0.85744743714377
rh_R_DVT,0.261633981600162,0.148486790581112
rh_R_FEF,0.136095424315125,0.13741404649498
rh_R_FFC,0.525023184546973,0.660077386743695
rh_R_FOP1,1.03280366136807,0.510350385421575
rh_R_FOP2,0.76446067715722,0.731531928902599
rh_R_FOP3,0.713131605785725,0.946638539560933
rh_R_FOP4,0.952100209146427,0.8482807017569
rh_R_FOP5,1.04576199875852,0.708377201586357
rh_R_FST,0.502881154594698,0.472356169776759
rh_R_IFJa,0.612045631653037,0.339762863300809
